well,rows,rmse,mean_abs_error,bias,alpha
992ce078,2879,3.763235850378304,2.835661313148158,2.3573622888024226,1.0
373ef48b,3509,3.760332366648118,2.897624139080871,-0.8102342011509092,1.0
e161bd0c,2949,3.7166977778256083,3.066481841744912,0.41991320427246653,1.0
9e3e364d,4290,3.681175448209402,2.870968509770131,1.5935593679387547,1.0
b7cdcecb,6168,3.679287785804288,2.837114172337362,-0.5263038976050715,1.0
be83e781,3221,3.6736943079987827,2.530631640436805,1.2251076749858165,1.0
a783cc24,1889,3.639658977976189,1.9861293924205041,1.151244713197655,0.25
d07aed8f,2957,3.6136289267489388,3.1499699880507053,-0.5583277418289362,0.75
3d96d897,5659,3.6092906343486293,3.0360540731580206,1.6721982682457857,0.0
5bd25f59,4210,3.5294235096170694,2.480355502924969,1.7332749890894974,1.0
eb934281,5971,3.469882403474735,3.11476525414219,0.91914716946173,1.0
dd168de0,3304,3.4091744079705664,2.4006011269495766,-0.9004239221734245,1.0
71ccf778,2698,3.401886331904766,2.8325403075974185,0.7477774417627557,0.75
8b95d6d1,1731,3.3719133295403436,2.678070813658938,-0.01919690871020128,0.5
2f8e53c3,2594,3.293055138227308,2.388037779490768,1.694406322281439,0.0
d273674e,3899,3.2273243271409084,2.5338007372185225,0.32574808709213465,1.0
39b51819,4231,3.160351282946552,2.88449066414528,-2.1916520917036535,0.0
13ce113d,2966,3.1585764136505663,2.6911930622368145,0.376852766890734,1.0
2b06ad65,4256,3.1548265887922478,2.848107732238282,-1.972479002413479,1.0
a76db406,4672,3.0645111828049547,2.1931845636655436,-2.071258650313827,1.0
bb2cdd83,3825,3.017674077265869,2.50177516339901,0.41030849673347236,0.0
fcfcc902,2791,2.9632756555305813,2.5188220605140375,1.3440185342008324,0.5
f16e25e3,4651,2.8542790292512032,2.4038746523070538,-0.7653776805536666,1.0
aee6393a,5865,2.8071727525614985,2.34858724713657,0.4805671891956622,0.75
fdfd57da,5236,2.7990009922013663,2.3744231854030553,0.10487630074278692,1.0
25fd32b3,2885,2.6705775337010453,2.4518988260102645,-2.4514356584332133,1.0
61f27424,6220,2.661269042865144,2.131965999503944,-0.34901036027434107,0.5
41fb0192,2973,2.5635297754715105,2.242993909365687,-0.5180543636252287,1.0
fba7683c,407,2.555309739035002,2.072039312039204,1.1741523341520774,0.0
10be2420,3271,2.535880073253464,2.1156573528313745,-0.7730031773305712,0.25
1f9afacb,5328,2.518404175433652,1.7478885135136641,-1.538534159159418,0.0
da2d4d7c,2114,2.4863617512421787,2.0288886289612718,0.5601922207244111,1.0
2ab29395,1852,2.45945596628769,1.981587473002184,1.8494168466522947,0.0
653612bc,4605,2.4204903173658545,1.899354164472195,-0.9093958911545623,0.75
8a9c8932,4663,2.3969295087935425,1.7241089427405907,-0.9428779755515618,0.0
dd64382d,3124,2.325048435707476,1.7627111244819669,-0.05272911988480358,0.75
347242c8,3595,2.301600495238957,1.659801238741115,-0.490133856992768,1.0
2f19d536,3088,2.2279305249874044,1.7866253922421866,1.436995589965263,0.75
404c4384,911,2.1246879256476343,1.937860194970754,0.9757403547563688,1.0
b85f7b06,3803,2.0496072617879815,1.5383299545958975,-0.7927333372443068,0.75
c472c0b5,3054,1.9712909707094164,1.7817306934858745,-0.5434975469069296,0.75
511e1db0,3821,1.9337295072058913,1.6025017899745313,-0.5109561702660022,1.0
fb0904bd,3181,1.7987576836953807,1.2877459918266771,1.2826532536940234,0.0
ed6436d6,2945,1.5077829233851048,1.3369317995091616,-0.8932103309193268,1.0
89fdb2f2,2031,1.43570685085388,1.1283036406818876,-0.22179086586112534,0.5
a9c9b150,3986,1.0988555117938947,0.8217944578881572,-0.02099880974021049,0.5
283269ac,2626,0.9829270768305037,0.8793115448235,-0.13275391371261094,0.25
