well,rows,baseline_rmse,geometry_rmse,rmse_improvement,baseline_mae,geometry_mae,baseline_bias,geometry_bias,residual_pred_mean,residual_pred_std,max_residual_correction_jump,target_rows,improved,rmse
4fbe9c06,6287,12.700621635010842,16.898023032415118,-4.197401397404276,10.129518053125672,13.932469511349115,8.825023063464641,13.932469511349115,5.107446447884474,2.1158245012601147,0.104824488408882,6287,False,16.898023032415118
d7ba4f9d,6023,5.098116159708834,9.052825819266122,-3.954709659557288,4.658827826664405,7.994994915810915,3.741145608500678,7.885100280274115,4.143954671773442,2.6085861118032696,0.1108469043911153,6023,False,9.052825819266122
da3bfe4e,5549,30.20824343453741,34.07926112217007,-3.8710176876326585,27.08718507839287,31.050308084926964,27.087159848621734,31.050308084926964,3.9631482363052046,1.240845772763873,0.1267972496965033,5549,False,34.07926112217007
6d1d74e1,5830,11.887571200184343,15.70577522654384,-3.818204026359494,9.238420240137268,12.196938777955816,2.618557461406848,7.1010881551803,4.482530693773458,2.607783560287526,0.111566348523139,5830,False,15.70577522654384
1d3fbf02,2694,5.906372283901897,9.583335584722189,-3.676963300820292,5.167654046027841,8.840444534109793,3.517624350407444,8.840444534109793,5.322820183702331,1.8197718591657808,0.916873159648076,2694,False,9.583335584722189
df73b8f3,5311,15.617554195793542,19.28494733393319,-3.667393138139648,10.485900960270907,13.471601844678778,9.23753718696993,13.251305686753795,4.013768499783873,1.679439686177904,0.4092467983639736,5311,False,19.28494733393319
1550491d,4563,21.167156242041475,24.48745325314753,-3.32029701110606,19.816561472715875,23.36801762810378,19.81009642778932,23.36801762810378,3.557921200314452,0.4812603423699237,0.9065463441157632,4563,False,24.48745325314753
89fdb2f2,2031,1.6866180518953555,4.948821281511076,-3.2622032296157206,1.0465681930083417,4.763690864981902,-0.5189758739541503,4.763690864981902,5.282666738936058,0.8485499325028304,0.5232646927720936,2031,False,4.948821281511076
a85e4bc3,4581,9.638478456190704,12.812486516776463,-3.1740080605857592,7.391453831041483,10.44263035439719,4.986930801135577,10.337043123525389,5.350112322389831,1.978275972759509,0.7700664806716304,4581,False,12.812486516776463
cad13e8f,4848,13.48325709078854,16.373036431709423,-2.8897793409208816,11.091037541652192,15.624125332596918,-7.829597772806382,15.592183307303875,23.42178108011025,14.633827742505172,0.3025340567014325,4848,False,16.373036431709423
93f5d2e6,3691,20.10571368100563,22.9551084096678,-2.8493947286621726,13.079479815767476,15.697845346890483,13.045310214033403,15.649977403741184,2.6046671897077784,1.7612338260391651,0.4261996432797721,3691,False,22.9551084096678
283269ac,2626,1.1159494538507433,3.882788545923348,-2.7668390920726047,0.8202894135567507,3.731582255686399,0.4800913937554504,-3.731582255686399,-4.211673649441846,0.810668648193694,0.4079895875238737,2626,False,3.882788545923348
